ID;AgnosDirec;AgnosEmpleo;DeudaExt;DeudaInt;Edad;Ingreso;Ingreso2;Nacionalidad;NivelEdu;VarObj
102252;1;4;3698,60;774,11;41;59165,33;45190,57078;N;Med;N
102253;0;0;298,23;143,65;27;23466,87;20372,9855;N;Med;N
102254;2;2;11715,17;6233,23;27;88806,83;60646,41177;N;SupCom;S
102255;2;2;7523,38;724,68;27;53334,83;36952,99265;N;SupCom;S
102256;10;3;5047,25;6498,76;21;59423,88;40853,31848;N;Med;N
102257;10;12;3429,77;1080,84;40;102864,92;80659,04374;N;SupInc;N
102258;16;6;2094,93;584,84;42;66179,48;45587,93545;N;SupInc;N
102259;1;6;456,04;559,20;53;30279,65;29054,2971;N;SupInc;N
102260;4;5;1293,93;3138,59;38;48170,14;36949,3807;N;SupInc;S
102261;2;2;2508,83;624,05;20;22903,78;18740,07995;N;SupCom;S
102262;8;10;5701,07;3653,87;39;47207,96;41892,42058;N;SupCom;N
102263;6;13;455,29;164,05;48;22662,04;21128,19866;N;SupInc;N
102264;13;11;2282,55;663,49;59;142193,47;118884,855;N;SupInc;N
102265;1;1;2849,85;782,59;36;73210,07;59988,0259;N;SupInc;N
102266;7;15;5414,03;5519,00;57;139127,71;128620,11;N;Posg;N
102267;13;14;2445,52;1369,40;36;102262,74;70211,50933;N;Med;N
102268;0;1;555,80;485,35;48;42026,89;29358,24834;N;Med;N
102269;18;21;6448,35;3554,40;39;136551,77;114546,6531;N;Bas;N
102270;18;11;2894,62;1360,83;48;26022,11;21542,94615;N;SupInc;N
102271;2;5;1635,45;693,28;41;36736,90;30519,78977;N;SupInc;N
102272;20;5;8003,06;4364,22;37;75056,72;59940,93526;N;SupCom;N
102273;3;5;269,75;222,37;43;29950,48;28904,68052;N;SupInc;N
102274;4;8;6729,40;1737,78;56;82282,48;67300,5079;N;Bas;N
102275;1;4;597,95;87,41;33;21624,85;17054,88929;N;Med;N
102276;1;0;388,98;659,48;20;13961,19;10532,32828;N;SupInc;S
102277;7;6;7404,87;6625,94;35;110262,03;90461,17772;N;SupCom;S
102278;10;27;11161,03;1519,45;45;73602,72;53822,4279;N;Bas;N
102279;11;5;4079,84;2554,73;41;81408,58;68179,38614;N;SupInc;N
102280;6;3;1964,12;3037,34;33;75345,15;54963,82421;N;SupCom;S
102281;6;1;441,34;76,04;60;24909,01;17097,81846;N;Bas;N
102282;24;20;918,29;1232,17;45;33749,66;32715,01876;N;SupCom;N
102283;4;5;1643,05;795,51;36;36156,67;36009,65283;N;Med;N
102284;14;11;6567,43;1627,99;36;92355,66;66984,21727;N;SupCom;N
102285;6;1;429,66;674,19;35;17006,60;11801,98753;N;Med;S
102286;1;5;3753,71;2338,32;36;47427,59;39215,20241;N;SupInc;S
102287;9;10;4762,74;1649,77;41;85810,90;79868,721;N;SupInc;N
102288;5;3;1397,77;221,91;32;32121,63;30990,33702;N;Bas;N
102289;11;22;5659,42;2783,75;40;125118,94;108513,6739;N;SupInc;N
102290;17;6;2638,97;1191,26;38;33269,87;28714,61982;N;SupInc;N
102291;14;13;9030,78;2334,00;47;75739,64;51883,25643;N;SupCom;N
102292;3;0;1094,44;108,92;22;40524,93;28896,98023;N;Med;S
102293;4;0;713,47;565,67;26;19247,38;15786,20105;N;SupInc;S
102294;16;17;4751,61;8382,94;37;143893,03;134442,4968;N;SupInc;N
102295;3;1;3528,85;745,62;32;44642,01;36023,42723;N;SupInc;S
102296;4;5;8663,91;4604,91;23;97528,61;71861,73752;N;Bas;N
102297;1;9;3747,96;2391,44;27;88431,85;80290,67842;N;SupCom;N
102298;8;14;6594,49;17354,22;47;110071,85;88716,74576;N;SupInc;S
102299;2;3;755,97;670,75;32;45429,27;31114,83706;N;SupCom;N
102300;3;1;1573,27;749,10;29;18781,85;13841,24214;N;Med;S
102301;5;1;4761,51;113,96;25;42251,40;31194,85975;N;SupInc;S
102302;0;1;867,22;83,37;33;26775,68;22312,68307;N;SupInc;N
102303;1;0;1691,74;191,11;38;31854,89;23879,4472;N;SupInc;N
102304;6;4;1695,85;2015,55;30;63620,43;51311,63475;N;Posg;S
102305;1;1;174,74;94,62;35;24497,15;20278,26789;N;SupInc;N
102306;13;5;362,69;206,57;49;17835,80;13968,55653;N;SupCom;N
102307;18;14;1894,33;390,13;32;108166,33;79831,55109;N;Med;N
102308;1;1;442,84;123,58;56;31302,44;30156,70067;N;Bas;N
102309;3;11;14821,07;2110,53;47;54607,41;37813,50075;N;SupCom;N
102310;6;9;854,92;434,75;52;33593,38;31637,67997;N;Bas;N
102311;4;10;11025,01;2599,70;34;270132,67;211473,8289;N;Bas;N
102312;0;3;722,20;993,40;37;16857,06;16086,26812;N;Posg;N
102313;1;7;6892,12;4389,45;35;48328,34;44079,91935;N;SupCom;N
102314;6;4;2521,09;2448,74;25;58467,27;44315,14593;N;Med;N
102315;9;17;4639,24;3198,00;35;191312,37;179611,1448;N;SupInc;N
102316;2;1;1853,63;124,72;19;28698,29;21248,36554;N;Med;S
102317;4;15;3285,09;6288,96;51;54136,89;47740,6427;N;Med;N
102318;8;9;4724,11;870,43;46;168110,31;141512,6073;N;SupInc;N
102319;9;8;2372,65;939,98;26;29124,04;27810,15435;N;SupInc;N
102320;18;6;1486,64;374,67;51;39810,12;37844,51385;N;SupCom;N
102321;8;15;2753,83;2896,10;47;65473,07;54867,91202;N;SupInc;N
102322;14;4;1764,16;630,87;31;28195,02;22805,36015;N;Med;N
102323;16;16;3575,69;2541,26;34;41126,54;29078,5573;N;Posg;N
102324;3;2;887,02;466,48;28;26956,83;26014,26584;N;SupCom;S
102325;2;5;1360,44;567,24;25;41883,28;39208,86064;N;SupInc;N
102326;1;1;213,58;81,54;52;13319,74;12862,00009;N;Med;N
102327;9;12;13730,92;10349,58;49;108141,35;80356,08846;N;SupCom;S
102328;4;9;4320,87;890,62;27;74347,38;50721,63838;N;SupCom;N
102329;6;11;13567,16;3997,26;49;42862,93;40230,91294;N;SupCom;N
102330;1;0;2111,29;486,25;49;37545,59;36204,30059;N;SupCom;N
102331;4;3;3115,82;872,26;32;50052,36;42874,95125;N;SupInc;N
102332;10;18;628,88;525,92;48;64086,58;50900,98241;N;SupCom;N
102333;2;3;6933,06;1024,68;28;49516,35;42157,18783;N;SupInc;S
102334;3;5;5803,63;2593,62;37;46805,14;34263,32315;N;SupCom;S
102335;2;0;393,86;459,44;27;15692,88;15156,28278;N;Med;S
102336;29;19;1067,43;528,78;41;91507,63;78899,09849;N;SupInc;N
102337;9;4;446,08;148,98;27;27383,38;23371,0849;N;SupCom;N
102338;3;15;10583,08;745,96;55;79118,45;75925,627;N;SupCom;N
102339;1;2;1105,96;1106,79;24;40600,48;30141,53116;N;SupInc;S
102340;15;7;828,81;245,23;25;34509,65;27271,47711;N;SupInc;N
102341;1;0;488,57;189,15;20;22028,93;21326,81931;N;Posg;N
102342;5;21;2472,59;1375,84;39;90469,53;62510,93276;N;Posg;N
102343;2;0;223,68;274,29;29;10073,16;8429,325358;N;Med;N
102344;5;5;6993,47;2104,42;48;55743,72;53519,79692;N;Med;N
102345;4;3;4742,62;2697,64;39;31411,71;30351,25277;N;SupInc;S
102346;3;2;1850,10;138,97;38;14483,47;9697,648739;N;SupInc;N
102347;4;7;1919,36;1657,78;53;48970,94;48521,20456;N;Posg;N
102348;9;1;3533,63;1304,09;43;63722,78;44932,04872;N;Bas;S
102349;5;9;18505,90;3110,47;31;160770,90;135590,5857;N;Bas;N
102350;1;3;5213,57;579,01;50;44231,67;37501,00489;N;SupCom;N
102351;7;7;5140,03;2116,81;47;91630,40;68110,19669;N;SupInc;N
102352;2;1;471,31;116,83;27;19805,46;17762,17113;N;SupCom;N
102353;2;1;226,44;53,07;42;16075,18;12516,00765;N;SupInc;N
102354;0;0;287,33;131,89;32;18603,95;12469,55792;N;Posg;N
102355;6;5;3270,35;2315,53;28;105875,27;72903,71456;N;Posg;S
102356;0;0;76,87;50,28;21;13360,10;13042,23722;N;SupInc;N
102357;1;1;2418,50;570,42;44;23078,71;21274,74873;N;SupInc;N
102358;6;13;2079,40;2330,10;36;140661,96;113367,3175;N;Bas;N
102359;4;12;504,53;173,96;49;27249,85;22986,5946;N;SupInc;N
102360;4;1;318,80;254,41;23;17019,51;14626,91066;N;SupCom;N
102361;9;5;5801,14;2552,97;23;42828,48;39229,9259;N;SupInc;N
102362;8;10;1967,53;1538,94;31;82992,04;63910,31325;N;Med;N
102363;6;1;1121,95;842,32;28;35044,38;33070,1866;N;SupCom;S
102364;6;15;886,70;409,40;52;46060,62;35989,6247;N;SupInc;N
102365;4;1;2006,87;1555,01;38;80713,58;60419,83125;N;Med;N
102366;10;5;1008,06;202,20;23;39666,58;34825,48144;N;Bas;N
102367;4;4;1653,42;1369,49;36;50209,33;41274,9335;N;SupCom;S
102368;7;5;3528,52;751,74;27;61944,87;58663,76343;N;Med;N
102369;14;10;4751,70;1509,35;32;85007,35;63575,62847;N;Med;N
102370;8;11;1082,40;210,52;50;47538,67;46906,40824;N;SupInc;N
102371;6;2;2024,24;380,62;20;21795,33;21607,64544;N;SupCom;N
102372;3;5;2055,66;636,57;31;20804,93;15817,06599;N;Med;S
102373;28;22;5013,66;3297,88;40;96064,17;80643,92168;N;SupInc;N
102374;13;12;11020,92;4053,02;30;102275,35;79422,81752;N;SupCom;N
102375;7;8;1176,42;1781,00;56;84532,46;60758,84615;N;Posg;N
102376;13;2;3826,95;1785,22;33;87322,69;60002,29092;N;Med;N
102377;13;7;16817,76;2940,65;33;65315,00;54397,04566;N;Med;N
102378;1;2;1214,83;461,77;29;40867,77;37644,17017;N;SupInc;N
102379;4;5;3320,29;406,75;38;50838,35;38726,34819;N;Med;N
102380;2;1;324,39;158,56;58;40775,67;35227,20185;N;SupCom;N
102381;2;2;1531,37;1947,01;59;37033,16;31894,79499;N;Med;N
102382;0;2;1510,17;528,06;20;31435,87;24632,42003;N;SupCom;S
102383;1;12;9524,96;2513,75;50;63150,72;54032,07818;N;Med;N
102384;16;25;9632,30;8863,55;57;132614,12;114116,3838;N;Med;N
102385;3;1;560,12;195,72;41;32073,48;26010,61463;N;SupInc;N
102386;5;10;1532,17;455,16;45;64716,91;53973,74526;N;SupCom;N
102387;6;5;12089,11;2974,18;23;83394,53;62286,50267;N;SupInc;N
102388;2;3;1237,51;251,24;38;28746,42;23259,63579;N;Med;N
102389;1;2;85,11;53,15;42;12136,71;8707,023388;N;SupCom;N
102390;7;6;3602,17;409,57;34;32918,24;29625,82158;N;SupCom;N
102391;8;10;2172,49;168,31;56;30033,80;20256,79501;N;Med;N
102392;14;7;1869,59;659,28;55;28419,94;21481,87245;N;SupCom;N
102393;6;9;1968,81;288,34;47;42433,72;34815,17936;N;SupCom;N
102394;2;4;1422,61;323,86;35;28690,38;22692,75812;N;SupInc;N
102395;21;13;2222,40;581,66;54;85974,10;68029,06119;N;SupInc;N
102396;11;3;672,07;3676,47;45;45490,60;37909,12423;N;Med;S
102397;1;1;4553,68;729,64;27;38078,95;33186,9942;N;Med;S
102398;8;6;1174,03;234,65;47;23400,81;21488,20012;N;SupCom;N
102399;2;0;1091,20;289,59;29;17040,87;15538,17261;N;SupInc;S
102400;0;1;1075,26;240,42;38;25477,66;18200,57335;N;SupInc;N
102401;6;7;1589,53;280,76;37;38586,82;30153,15302;N;SupCom;N
102402;1;6;2459,01;209,47;37;27068,64;21238,5804;N;Med;N
102403;3;2;5272,88;1355,41;34;63345,65;51397,71458;N;Med;N
102404;5;3;2213,78;79,64;35;29555,68;23606,09208;N;SupInc;N
102405;10;6;3079,62;672,96;38;26058,00;20714,87368;N;Med;N
102406;2;0;773,09;329,60;41;37519,65;33623,24493;N;SupInc;N
102407;1;0;364,85;113,60;25;15332,40;14823,19725;N;SupInc;N
102408;8;28;7048,97;368,93;66;97205,66;91156,11681;N;Bas;N
102409;33;15;3724,77;3627,35;33;249663,43;219787,6266;N;Bas;N
102410;7;2;3892,98;2440,19;37;57851,29;51703,56279;N;SupInc;S
102411;10;13;3425,82;4628,09;31;78496,76;77142,11814;N;SupCom;N
102412;34;16;47459,70;5937,97;34;128566,64;124058,5065;N;Med;N
102413;4;10;4937,07;681,13;28;30854,67;30320,5972;N;SupCom;N
102414;1;2;13296,47;865,03;24;43814,35;30183,04877;N;SupInc;S
102415;12;23;1923,75;1092,00;46;96286,45;85911,81819;N;Med;N
102416;6;10;385,68;401,48;35;49844,58;44861,45056;N;Med;N
102417;2;8;2598,04;795,77;49;25144,90;21544,66276;N;SupCom;N
102418;42;24;3982,15;757,87;45;87685,38;81680,29522;N;SupInc;N
102419;1;0;2153,70;342,07;23;21355,78;17135,43689;N;Med;S
102420;4;6;2172,60;1529,78;44;86063,64;60792,17855;N;Med;N
102421;2;3;2468,02;6851,15;33;53994,40;51287,63006;N;Med;S
102422;26;24;2335,17;3020,54;42;174002,19;156384,6179;N;SupCom;N
102423;8;2;1283,01;589,64;36;41537,31;39561,97161;N;SupInc;N
102424;4;6;8238,13;3874,77;38;47483,74;45345,84436;N;SupInc;S
102425;1;1;2273,35;813,57;24;50803,89;37153,758;N;Bas;S
102426;3;5;1455,60;1164,82;23;53047,58;50279,59174;N;SupCom;N
102427;7;4;1227,34;1229,49;24;37243,45;34849,98753;N;SupCom;N
102428;3;4;1918,91;460,11;43;53464,47;44193,7527;N;SupCom;N
102429;5;4;3394,58;2337,67;38;29481,87;29278,59687;N;Med;S
102430;5;8;8486,86;915,54;52;39505,36;38748,48008;N;SupCom;N
102431;18;6;1917,82;915,99;39;39846,16;27911,12759;N;Bas;N
102432;2;2;1801,09;671,01;23;71683,00;63123,67646;N;Bas;N
102433;0;1;1351,84;741,11;19;27971,26;21037,20036;N;SupCom;S
102434;6;8;5343,21;4347,39;32;118680,57;88860,39187;N;Posg;N
102435;0;5;4255,63;3048,29;37;64151,42;55235,96955;N;SupCom;N
102436;2;2;3372,96;240,67;49;27705,90;27450,38356;N;Posg;N
102437;6;2;3186,31;3286,00;39;72481,84;67588,4273;N;Med;S
102438;12;3;348,40;78,03;25;23260,18;19475,338;N;SupInc;N
102439;24;23;6995,55;2281,45;56;81662,81;74264,32496;N;SupCom;N
102440;3;5;7048,78;3377,44;32;101502,10;70941,30054;N;Med;S
102441;20;9;9930,50;3567,71;27;114656,77;89595,24513;N;SupCom;N
102442;3;5;2794,45;992,87;46;74752,04;73427,89133;N;SupCom;N
102443;10;17;2061,41;577,94;43;35656,36;29547,36381;N;SupInc;N
102444;5;1;250,81;24,12;33;18443,98;15062,16156;N;Med;N
102445;0;2;4528,87;1322,62;25;35981,97;27106,7721;N;SupInc;S
102446;4;2;458,82;162,71;69;11508,17;8429,188872;N;SupCom;N
102447;10;8;8002,33;1264,13;37;106567,42;86177,67435;N;SupInc;N
102448;8;25;62847,82;12910,06;45;278148,15;189798,3774;N;Med;S
102449;9;14;4003,40;990,75;42;173219,63;157657,9745;N;SupCom;N
102450;2;1;2983,02;2529,01;28;55877,16;48674,27418;N;Med;S
102451;10;5;3457,47;575,48;25;46397,44;34619,92333;N;Med;N
102452;14;12;4243,84;6912,51;52;204267,02;150119,247;N;Med;N
102453;9;3;3862,88;839,74;34;48684,82;37213,32283;N;SupCom;N
102454;2;1;3692,96;409,67;25;32133,67;26616,87816;N;SupInc;S
102455;8;4;778,70;221,59;33;31496,57;22287,41335;N;SupCom;N
102456;9;3;671,32;1170,71;28;51470,60;51058,77753;N;SupInc;N
102457;8;15;5224,89;4019,48;35;104269,01;77032,01656;N;SupCom;N
102458;6;2;1355,32;419,81;27;73372,59;72554,78826;N;SupInc;N
102459;5;3;2888,51;2578,20;37;42687,48;40285,27727;N;Med;S
102460;14;6;944,01;181,86;42;24520,73;24038,63763;N;Med;N
102461;7;16;1741,69;325,38;56;25252,60;23556,05604;N;Med;N
102462;2;6;4118,02;2066,84;38;70837,45;51317,59156;N;Med;N
102463;3;2;828,13;945,67;28;27362,79;27031,33141;N;SupCom;S
102464;8;10;10735,72;19723,94;48;69675,92;55297,97556;N;SupCom;S
102465;10;9;3580,16;484,02;40;23996,36;18550,25304;N;Bas;N
102466;12;11;10064,25;4285,58;31;90789,10;71707,11011;N;Med;N
102467;3;3;3754,70;1668,44;26;66804,61;61133,20041;N;SupInc;N
102468;24;12;41300,61;5191,27;30;159100,42;132695,4785;N;Med;N
102469;4;3;3181,45;1383,52;41;33576,03;32719,32729;N;Bas;N
102470;4;1;2193,05;2813,34;33;51833,54;41025,3584;N;SupInc;S
102471;1;1;2734,42;653,04;35;59800,28;50597,88274;N;Med;N
102472;9;3;8743,94;3524,97;42;59635,04;45091,14055;N;Bas;S
102473;2;2;301,18;450,47;23;33066,77;22739,6601;N;SupInc;S
102474;0;0;103,34;66,83;44;10511,69;8524,365548;N;SupCom;N
102475;13;8;4395,05;1704,59;34;94602,86;77178,43003;N;SupInc;N
102476;6;8;2265,00;2863,77;33;83271,64;57356,18273;N;SupInc;S
102477;4;2;7893,28;3332,84;33;93035,21;88812,13216;N;Med;S
102478;9;8;1491,58;1209,03;31;35764,55;28319,08391;N;SupInc;N
102479;11;1;2979,80;447,14;23;19293,22;14229,58906;N;SupInc;N
102480;2;4;3407,08;1515,07;34;133327,32;120118,5425;N;Bas;N
102481;17;23;11989,34;2469,74;41;92086,79;89375,29946;N;SupCom;N
102482;3;10;1947,99;1531,67;35;65422,90;44761,87389;N;SupCom;N
102483;2;2;1540,18;429,78;35;18978,12;16861,66786;N;Med;N
102484;20;24;3872,48;2727,27;47;66287,37;58272,62007;N;SupCom;N
102485;10;9;4762,27;2732,57;38;70628,06;70213,15023;N;SupInc;N
102486;9;2;4104,67;1202,38;29;17942,35;15484,04914;N;SupCom;N
102487;6;2;2458,89;301,29;21;49450,20;33415,09708;N;SupCom;N
102488;4;3;710,89;205,61;44;22194,80;20444,83398;N;Med;N
102489;1;2;1003,07;1118,57;26;36301,49;32074,78975;N;SupCom;S
102490;1;0;1170,97;166,42;28;64492,58;50415,06885;N;Bas;N
102491;7;9;5201,60;811,95;47;25837,05;18406,79037;N;SupCom;N
102492;16;28;13407,97;11548,84;46;262289,57;203838,1319;N;Med;N
102493;4;2;1824,95;3435,54;36;55635,57;38821,4096;N;Med;N
102494;3;5;1528,67;367,35;36;56945,84;49878,6621;N;SupInc;N
102495;1;0;1239,68;304,77;18;18755,40;16005,66884;N;SupCom;S
102496;7;7;4159,58;1673,50;37;52287,77;47052,10267;N;SupInc;N
102497;15;15;16224,76;3582,83;43;130664,38;107507,8031;N;SupInc;N
102498;3;3;1164,94;1982,20;34;29305,18;20515,82527;N;SupCom;S
102499;7;5;1028,70;2986,94;43;57566,24;39899,52027;N;SupInc;S
102500;12;4;5497,46;3071,14;29;39915,36;38869,72964;N;SupInc;N
102501;14;5;5529,99;7630,08;23;132871,07;108167,5593;N;SupCom;N
102502;0;0;130,73;85,82;27;26457,13;25540,63978;N;SupInc;N
102503;2;2;1734,83;326,01;31;36792,07;33544,42735;N;SupInc;N
102504;2;6;2740,36;2205,83;39;57218,64;53262,24975;N;SupInc;N
102505;7;6;1391,37;1368,77;28;111099,58;79202,17503;N;Posg;N
102506;2;0;323,05;59,79;37;10452,57;10147,36475;N;SupInc;N
102507;1;6;13067,75;2755,76;36;90386,75;60343,17862;N;Med;S
102508;0;0;854,32;282,60;45;16062,73;12088,17457;N;SupCom;N
102509;1;0;407,48;347,80;40;35772,72;30427,59751;N;Bas;N
102510;4;0;838,21;1422,16;34;18196,14;13450,38732;N;SupCom;S
102511;5;7;6325,71;1424,11;31;55630,40;43785,2112;N;Med;N
102512;5;5;9783,59;1860,59;23;115197,65;84199,12776;N;SupInc;N
102513;3;5;812,52;282,73;39;19208,25;16450,12291;N;Med;N
102514;32;14;4699,40;3687,67;33;64040,18;45106,42336;N;SupCom;N
102515;5;1;1036,18;728,39;28;44195,00;34030,53673;N;Bas;N
102516;2;3;1643,60;500,70;55;32572,05;31567,46929;N;Bas;N
102517;4;6;1155,02;524,17;47;32331,91;29940,40977;N;Posg;N
102518;2;2;736,14;204,40;39;22250,24;15722,5177;N;SupCom;N
102519;16;23;14859,05;1188,62;61;157898,64;145027,949;N;SupCom;N
102520;2;4;6877,94;1481,77;49;32836,95;24446,24721;N;Bas;N
102521;6;10;1395,17;584,28;32;69838,29;64046,63672;N;Med;N
102522;12;2;17121,14;13545,89;20;150196,73;135457,1128;N;Med;N
102523;0;2;1408,82;417,59;21;27958,90;21826,89675;N;SupCom;S
102524;3;7;4893,72;2418,49;35;57187,35;38752,76155;N;SupInc;N
102525;0;5;12009,57;3358,38;23;54685,35;45315,67043;N;Med;S
102526;1;12;20393,59;2261,85;45;87519,60;73598,15844;N;SupInc;N
102527;16;1;850,48;224,31;34;32658,12;26376,31352;N;Med;N
102528;4;2;1330,22;602,12;44;114697,78;113743,204;N;SupInc;N
102529;1;2;1103,78;466,16;38;60200,48;48965,79258;N;SupCom;N
102530;3;3;2908,28;2006,39;34;70559,27;68744,52105;N;SupInc;S
102531;10;11;24640,54;8555,77;29;184103,39;131088,3134;N;SupInc;N
102532;0;0;2069,81;452,88;46;29219,49;27400,67924;N;SupCom;N
102533;1;5;1534,73;445,56;28;45455,80;40815,53447;N;Posg;N
102534;8;10;2327,41;612,25;42;91348,21;84977,55285;N;SupInc;N
102535;18;9;4050,76;2129,08;49;66967,51;50359,62725;N;Med;N
102536;8;1;1367,08;594,15;19;52206,06;42868,02698;N;Med;N
102537;7;4;502,42;117,02;36;44491,79;30576,17068;N;SupCom;N
102538;18;7;2077,57;1154,24;25;56796,93;43027,69995;N;SupCom;N
102539;6;8;2830,75;1015,02;32;85399,89;81328,5124;N;SupCom;N
102540;0;1;744,71;110,67;44;14857,24;10928,50365;N;Med;N
102541;5;7;929,04;574,23;30;81793,64;61992,5694;N;SupInc;N
102542;5;4;2619,75;2139,42;40;33853,23;29723,17379;N;SupInc;S
102543;5;2;470,44;398,35;29;38661,05;32089,4164;N;SupInc;N
102544;13;14;5614,32;3144,80;40;64250,12;47726,887;N;Posg;N
102545;4;2;805,50;173,71;22;23280,98;17118,80504;N;Bas;N
102546;20;18;5206,30;1841,21;40;111838,64;93999,74777;N;Bas;N
102547;6;4;2507,94;718,03;34;32146,99;25941,87287;N;Bas;S
102548;3;2;779,66;63,42;37;16608,78;14754,18729;N;Bas;N
102549;14;17;20054,67;50118,44;57;132800,78;123733,4452;N;SupCom;S
102550;6;7;5256,29;292,92;25;56790,96;52215,94159;N;SupInc;N
102551;6;7;3413,72;2928,31;42;55157,03;46713,14786;N;SupInc;S
102552;4;2;2532,70;740,13;37;75709,29;69023,85186;N;Med;N
102553;9;3;567,49;206,27;42;23146,02;19086,04229;N;SupCom;N
102554;0;1;1267,05;1552,78;41;27901,10;21696,10514;N;Med;N
102555;2;3;5036,83;1431,38;29;45153,29;31036,80996;N;Posg;S
102556;1;7;5748,96;1094,31;40;53810,66;47748,92814;N;Bas;N
102557;7;9;14460,59;1300,21;27;80238,97;70591,66518;N;Med;N
102558;5;13;6312,93;2633,33;42;108635,27;94846,09688;N;Med;N
102559;6;1;212,20;103,76;37;11957,08;11344,07248;N;Bas;N
102560;14;7;6480,75;15769,34;47;175747,33;126158,6999;N;SupInc;S
102561;4;1;1416,49;1740,89;33;43200,43;35497,56634;N;SupCom;S
102562;7;5;3561,24;2545,84;28;44728,62;40363,53447;N;SupInc;N
102563;3;3;5136,32;531,35;34;40708,43;28225,26901;N;SupCom;S
102564;17;19;1626,83;4917,85;42;47407,53;35710,31925;N;SupInc;N
102565;12;2;2101,14;800,10;20;36542,03;25010,78619;N;SupCom;N
102566;4;8;1673,90;346,44;45;25160,43;16796,8866;N;SupInc;N
102567;3;8;12222,80;2887,48;26;98152,49;67779,8094;N;Med;S
102568;5;7;1641,46;1227,20;26;58377,67;50062,92866;N;Med;N
102569;1;3;1103,38;808,41;32;38390,45;27896,89012;N;Posg;N
102570;26;8;4064,98;1599,63;26;71532,95;54768,94214;N;SupInc;N
102571;8;3;5027,18;599,32;51;69050,03;61723,70902;N;SupInc;N
102572;4;4;873,81;136,06;44;20535,16;16146,53374;N;SupInc;N
102573;17;14;4534,14;3784,22;35;102089,46;87659,83426;N;SupInc;N
102574;3;1;642,62;2349,10;31;21670,37;19281,3455;N;SupCom;S
102575;1;6;631,58;345,12;43;31929,25;25787,85322;N;SupInc;N
102576;5;1;1466,94;985,12;23;26150,37;24141,88087;N;SupInc;S
102577;1;0;1094,38;384,10;18;38572,31;34701,67228;N;SupCom;S
102578;2;7;32115,52;4643,07;40;75516,37;68687,0046;N;SupInc;S
102579;10;2;786,31;370,82;48;22568,83;18160,88241;N;Med;N
102580;0;0;71,21;59,81;27;6030,96;5487,233328;N;Bas;N
102581;3;1;467,09;1209,21;27;43229,28;36543,06695;N;SupInc;N
102582;6;2;4439,11;1742,63;35;61897,61;52884,43906;N;SupInc;S
102583;24;19;43234,96;4057,38;37;127666,07;98565,35227;N;SupCom;N
102584;16;5;2287,46;943,56;23;41245,87;33054,26057;N;SupInc;N
102585;0;0;1468,24;314,55;51;27914,04;19295,27804;N;Posg;N
102586;1;1;3892,83;5697,70;29;72405,25;57130,70252;N;SupCom;S
102587;9;5;10276,54;4487,47;48;49140,37;34895,37158;N;Posg;S
102588;15;19;4207,14;4063,45;38;52070,51;38425,20504;N;SupCom;N
102589;2;4;2655,30;1144,22;34;17109,24;13555,91207;N;SupCom;N
102590;9;5;1144,26;2065,57;23;144367,19;97751,34103;N;SupInc;N
102591;4;3;1473,96;152,99;36;36210,51;29184,92008;N;SupCom;N
102592;3;1;556,85;355,94;42;47522,61;38923,02385;N;Med;N
102593;0;0;265,50;125,25;44;24772,70;19871,51352;N;SupCom;N
102594;5;9;2656,34;298,55;38;31765,77;21305,45666;N;SupInc;N
102595;3;7;5107,42;6698,43;31;37951,59;31841,66682;N;Med;S
102596;6;3;1408,12;413,36;40;51701,79;48701,6766;N;SupCom;N
102597;17;5;4960,79;1349,03;23;86450,15;86029,09573;N;Med;N
102598;13;19;3712,56;2226,62;37;119693,35;85382,67792;N;Posg;N
102599;10;13;941,29;463,81;48;29785,43;26527,47687;N;Bas;N
102600;11;8;3552,07;1110,51;32;47865,25;33321,91548;N;SupCom;N
102601;13;26;13557,13;6088,53;44;190269,63;158886,4575;N;SupInc;N
102602;3;6;4011,59;1536,47;30;43115,64;33698,02267;N;SupCom;N
102603;1;7;3390,27;938,90;31;65055,83;61757,65181;N;SupCom;N
102604;0;1;2050,52;154,19;34;32181,83;27542,73723;N;Med;N
102605;6;3;1553,90;890,44;21;74541,58;74300,66855;N;SupCom;N
102606;11;8;7287,11;2061,00;52;59331,69;45537,94098;N;Med;N
102607;17;9;13656,74;11577,08;56;46633,61;34518,3281;N;SupCom;S
102608;4;4;1668,76;3087,67;39;36125,31;29971,00796;N;SupCom;S
102609;1;2;720,94;1673,18;46;38753,75;38123,78914;N;Med;N
102610;3;1;825,87;693,80;33;40670,89;34688,9658;N;Bas;N
102611;11;4;1951,17;505,22;42;17942,49;16718,73497;N;SupInc;N
102612;3;1;408,23;294,72;35;34497,68;29752,39148;N;SupInc;N
102613;13;5;750,31;469,52;29;34839,83;24065,72656;N;Med;N
102614;3;2;2194,33;544,91;22;50616,05;46300,38025;N;Bas;N
102615;2;1;694,85;117,99;36;27148,32;22707,24992;N;SupInc;N
102616;61;43;1896,28;1320,16;61;136539,90;135565,6649;N;SupCom;N
102617;2;7;1662,61;404,15;35;24428,04;19294,88405;N;Med;N
102618;2;1;1060,80;565,19;29;36688,21;26482,28037;N;SupInc;S
102619;2;1;1366,82;1648,89;22;40167,31;33329,81258;N;SupCom;S
102620;20;10;2026,59;692,57;44;39482,65;35161,0491;N;SupInc;N
102621;10;6;5701,10;9260,24;48;77779,01;75020,80025;N;Bas;S
